match_id,competition_id,season_id,match_date,team,opponent,is_home,goals_for,goals_against,xg_for,xg_against,shot_accuracy_pct,possession_pct,progressive_passes_pct
3857262,43,106,2022-12-02,South Korea,Portugal,1,2,1,1.398982474,0.973722266,50.0,38.530287984111226,26.21359223300971
3857262,43,106,2022-12-02,Portugal,South Korea,0,1,2,0.973722266,1.398982474,46.15384615384615,61.469712015888774,18.164794007490638
3857280,43,106,2022-12-02,Cameroon,Brazil,1,1,0,0.38336075199999997,2.378218864,42.857142857142854,35.96112311015119,28.346456692913385
3857280,43,106,2022-12-02,Brazil,Cameroon,0,0,1,2.378218864,0.38336075199999997,38.095238095238095,64.03887688984882,22.265625
3857293,43,106,2022-12-02,Ghana,Uruguay,1,0,2,1.3926941409999998,1.6365584506000002,44.44444444444444,51.24740124740125,22.135416666666664
3857293,43,106,2022-12-02,Uruguay,Ghana,0,2,0,1.6365584506000002,1.3926941409999998,50.0,48.75259875259875,28.296703296703296
3869151,43,106,2022-12-03,Argentina,Australia,1,2,1,1.4815793030000002,0.42611782,35.714285714285715,60.3648424543947,16.408668730650156
3869151,43,106,2022-12-03,Australia,Argentina,0,1,2,0.42611782,1.4815793030000002,20.0,39.63515754560531,21.875
3869117,43,106,2022-12-03,Netherlands,United States,1,3,1,1.481948115,1.652097544,54.54545454545454,41.53263954588458,28.012048192771083
3869117,43,106,2022-12-03,United States,Netherlands,0,1,3,1.652097544,1.481948115,33.33333333333333,58.46736045411542,21.442885771543086
3869118,43,106,2022-12-04,England,Senegal,1,3,0,1.020023461,0.972806433,50.0,60.541586073500966,21.455223880597014
3869118,43,106,2022-12-04,Senegal,England,0,0,3,0.972806433,1.020023461,10.0,39.458413926499034,23.8390092879257
3869152,43,106,2022-12-04,France,Poland,1,3,1,1.1263744930000001,1.593527124,50.0,54.85661424606846,18.415841584158414
3869152,43,106,2022-12-04,Poland,France,0,1,3,1.593527124,1.1263744930000001,16.666666666666664,45.14338575393155,21.182266009852217
3869219,43,106,2022-12-05,Japan,Croatia,1,1,1,4.202976766,3.988397506,47.05882352941176,42.23512336719884,20.412844036697248
